"2019-10-06 16:26:02 [main] INFO  w.i.c.WorkshopRestControllerAbstractIT - Starting WorkshopRestControllerAbstractIT on XIAOMI-PRO with PID 3772 (started by Sersus in C:\Users\Sersus\IdeaProjects\WORKSHOP\application)
""2019-10-06 16:26:02 [main] INFO  w.i.c.WorkshopRestControllerAbstractIT - No active profile set, falling back to default profiles: default
""2019-10-06 16:47:49 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:49 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:49 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:49 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:49 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:49 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:49 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:49 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:49 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:49 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:49 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:49 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:49 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:49 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Positions collection is persisted.
""2019-10-06 16:47:49 [main] WARN  o.s.orm.jpa.JpaTransactionManager - Custom isolation level specified but no actual transaction initiated; isolation level will effectively be ignored: PROPAGATION_SUPPORTS,ISOLATION_READ_COMMITTED
""2019-10-06 16:47:49 [main] WARN  o.s.orm.jpa.JpaTransactionManager - Custom isolation level specified but no actual transaction initiated; isolation level will effectively be ignored: PROPAGATION_SUPPORTS,ISOLATION_READ_COMMITTED,readOnly
""2019-10-06 16:47:49 [main] INFO  w.i.h.SubResourcesCollectionsLinksIT - Starting SubResourcesCollectionsLinksIT on XIAOMI-PRO with PID 13576 (started by Sersus in C:\Users\Sersus\IdeaProjects\WORKSHOP\application)
""2019-10-06 16:47:49 [main] INFO  w.i.h.SubResourcesCollectionsLinksIT - No active profile set, falling back to default profiles: default
""2019-10-06 16:47:50 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[default-update-timestamps-region] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-10-06 16:47:50 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[default-query-results-region] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-10-06 16:47:50 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[workshop.internal.entities.WorkshopEntityType] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-10-06 16:47:50 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[workshop.internal.entities.User.orders] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-10-06 16:47:50 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[workshop.internal.entities.Task.classifiers] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-10-06 16:47:50 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[workshop.internal.entities.User.externalAuthorities] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-10-06 16:47:50 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[workshop.internal.entities.InternalAuthority] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-10-06 16:47:50 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[workshop.internal.entities.Classifier] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-10-06 16:47:50 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[workshop.internal.entities.Position.employees] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-10-06 16:47:50 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[workshop.internal.entities.Order.tasks] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-10-06 16:47:50 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[workshop.internal.entities.User] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-10-06 16:47:50 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[workshop.internal.entities.AuthorityPermission] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-10-06 16:47:50 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[workshop.internal.entities.Employee.phones] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-10-06 16:47:50 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[workshop.internal.entities.Department] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-10-06 16:47:50 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[workshop.internal.entities.Position] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-10-06 16:47:50 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[workshop.internal.entities.Order] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-10-06 16:47:50 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[workshop.internal.entities.Employee] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-10-06 16:47:50 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[workshop.internal.entities.ExternalAuthority] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-10-06 16:47:50 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[workshop.internal.entities.Task] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-10-06 16:47:50 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[workshop.internal.entities.Phone] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-10-06 16:47:50 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[workshop.internal.entities.Department.positions] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-10-06 16:47:50 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[workshop.internal.entities.User.phones] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-10-06 16:47:51 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2019-10-06 16:47:52 [main] INFO  w.i.h.SubResourcesCollectionsLinksIT - Started SubResourcesCollectionsLinksIT in 2.493 seconds (JVM running for 41.395)
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Department has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Employee has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Order has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Task has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Task has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Task has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Order has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Classifier has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Task has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Task has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Task has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Department has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Employee has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Department has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Employee has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - User has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Order has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Order has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Classifier has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Classifier has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Classifier has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Task has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Department has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Department has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Employee has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Order has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Task has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Task has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Task has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Department has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Employee has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Order has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Order has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Order has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Department has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Department has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Employee has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Order has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Classifier has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Classifier has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Classifier has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Task has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Department has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=employee@workshop.pro is found
""2019-10-06 16:47:52 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:53 [main] WARN  o.s.orm.jpa.JpaTransactionManager - Custom isolation level specified but no actual transaction initiated; isolation level will effectively be ignored: PROPAGATION_SUPPORTS,ISOLATION_READ_COMMITTED
""2019-10-06 16:47:53 [main] WARN  o.s.orm.jpa.JpaTransactionManager - Custom isolation level specified but no actual transaction initiated; isolation level will effectively be ignored: PROPAGATION_SUPPORTS,ISOLATION_READ_COMMITTED,readOnly
""2019-10-06 16:47:53 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Department has been persisted.
""2019-10-06 16:47:53 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:53 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:53 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:53 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Employee has been persisted.
""2019-10-06 16:47:53 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:53 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Order has been persisted.
""2019-10-06 16:47:53 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:53 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Order has been persisted.
""2019-10-06 16:47:53 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:53 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Order has been persisted.
""2019-10-06 16:47:53 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Department has been persisted.
""2019-10-06 16:47:53 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:53 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-10-06 16:47:53 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:53 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Employee has been persisted.
""2019-10-06 16:47:53 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:53 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Order has been persisted.
""2019-10-06 16:47:53 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:53 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Task has been persisted.
""2019-10-06 16:47:53 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:53 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Task has been persisted.
""2019-10-06 16:47:53 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-10-06 16:47:53 [main] INFO  w.i.dao.WorkshopEntitiesDaoAbstract - Task has been persisted.
""2019-10-06 16:47:53 [main] INFO  w.i.s.WorkshopEntitiesServiceAbstractIT - Starting WorkshopEntitiesServiceAbstractIT on XIAOMI-PRO with PID 13576 (started by Sersus in C:\Users\Sersus\IdeaProjects\WORKSHOP\application)
""2019-10-06 16:47:53 [main] INFO  w.i.s.WorkshopEntitiesServiceAbstractIT - No active profile set, falling back to default profiles: default
""2019-10-06 16:47:54 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[default-update-timestamps-region] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
