"2019-09-08 10:54:05 [main] INFO  i.s.WorkshopEntitiesServiceAbstractIT - Starting WorkshopEntitiesServiceAbstractIT on XAOMI-AIR with PID 12280 (started by Sersus in C:\Users\Sersus\IdeaProjects\WORKSHOP\internalREST)
""2019-09-08 11:55:07 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User.grantedAuthorities] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 11:55:07 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Classifier] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 11:55:07 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 11:55:07 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Employee.phones] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 11:55:07 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Task] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 11:55:07 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User.phones] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 11:55:07 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Task.classifiers] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 11:55:07 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.WorkshopGrantedAuthority] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 11:55:07 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Order] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 11:55:11 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2019-09-08 11:55:15 [main] INFO  i.s.WorkshopEntitiesServiceAbstractIT - Started WorkshopEntitiesServiceAbstractIT in 17.511 seconds (JVM running for 20.996)
""2019-09-08 11:55:15 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Department has been persisted.
""2019-09-08 11:55:16 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-09-08 11:55:16 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Employee has been persisted.
""2019-09-08 12:01:51 [main] INFO  i.s.WorkshopEntitiesServiceAbstractIT - Starting WorkshopEntitiesServiceAbstractIT on XAOMI-AIR with PID 18544 (started by Sersus in C:\Users\Sersus\IdeaProjects\WORKSHOP\internalREST)
""2019-09-08 12:01:51 [main] INFO  i.s.WorkshopEntitiesServiceAbstractIT - No active profile set, falling back to default profiles: default
""2019-09-08 12:02:00 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[default-update-timestamps-region] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:02:00 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[default-query-results-region] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:02:00 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Position] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:02:00 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Position.employees] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:02:00 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Order.tasks] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:02:00 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Department.positions] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:02:00 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Department] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:02:00 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Employee.phones] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:02:00 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User.orders] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:02:00 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:02:00 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Order] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:02:00 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User.grantedAuthorities] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:02:00 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Task] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:02:01 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Employee] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:02:01 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.WorkshopGrantedAuthority] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:02:01 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User.phones] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:02:01 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Phone] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:02:01 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Classifier] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:02:01 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Task.classifiers] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:02:04 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2019-09-08 12:02:08 [main] INFO  i.s.WorkshopEntitiesServiceAbstractIT - Started WorkshopEntitiesServiceAbstractIT in 18.25 seconds (JVM running for 21.701)
""2019-09-08 12:02:08 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Department has been persisted.
""2019-09-08 12:02:09 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-09-08 12:02:09 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Employee has been persisted.
""2019-09-08 12:04:21 [main] INFO  i.s.WorkshopEntitiesServiceAbstractIT - Starting WorkshopEntitiesServiceAbstractIT on XAOMI-AIR with PID 14300 (started by Sersus in C:\Users\Sersus\IdeaProjects\WORKSHOP\internalREST)
""2019-09-08 12:04:21 [main] INFO  i.s.WorkshopEntitiesServiceAbstractIT - No active profile set, falling back to default profiles: default
""2019-09-08 12:04:29 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[default-update-timestamps-region] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:04:29 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[default-query-results-region] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:04:29 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Position.employees] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:04:29 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.WorkshopGrantedAuthority] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:04:29 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Order.tasks] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:04:29 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User.orders] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:04:29 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Department.positions] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:04:29 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Phone] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:04:29 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User.grantedAuthorities] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:04:29 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:04:30 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User.phones] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:04:30 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Order] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:04:30 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Task.classifiers] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:04:30 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Department] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:04:30 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Task] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:04:30 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Position] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:04:30 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Employee] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:04:30 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Classifier] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:04:30 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Employee.phones] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:04:33 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2019-09-08 12:04:36 [main] INFO  i.s.WorkshopEntitiesServiceAbstractIT - Started WorkshopEntitiesServiceAbstractIT in 15.316 seconds (JVM running for 17.86)
""2019-09-08 12:04:36 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Department has been persisted.
""2019-09-08 12:04:36 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-09-08 12:04:36 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Employee has been persisted.
""2019-09-08 12:28:07 [main] INFO  i.s.WorkshopEntitiesServiceAbstractIT - Starting WorkshopEntitiesServiceAbstractIT on XAOMI-AIR with PID 10040 (started by Sersus in C:\Users\Sersus\IdeaProjects\WORKSHOP\internalREST)
""2019-09-08 12:28:07 [main] INFO  i.s.WorkshopEntitiesServiceAbstractIT - No active profile set, falling back to default profiles: default
""2019-09-08 12:28:14 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[default-update-timestamps-region] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:28:14 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[default-query-results-region] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:28:15 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Order.tasks] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:28:15 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:28:15 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Task.classifiers] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:28:15 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Phone] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:28:15 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Position.employees] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:28:15 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Position] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:28:15 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Department] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:28:15 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Employee.phones] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:28:15 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User.phones] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:28:15 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.WorkshopGrantedAuthority] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:28:15 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Classifier] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:28:15 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User.grantedAuthorities] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:28:15 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Task] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:28:15 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Order] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:28:15 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Employee] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:28:15 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User.orders] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:28:15 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Department.positions] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:28:18 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2019-09-08 12:28:21 [main] INFO  i.s.WorkshopEntitiesServiceAbstractIT - Started WorkshopEntitiesServiceAbstractIT in 14.904 seconds (JVM running for 17.491)
""2019-09-08 12:28:22 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Department has been persisted.
""2019-09-08 12:28:22 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-09-08 12:28:22 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Employee has been persisted.
""2019-09-08 12:28:22 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-09-08 12:28:22 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-09-08 12:30:10 [main] INFO  i.s.WorkshopEntitiesServiceAbstractIT - Starting WorkshopEntitiesServiceAbstractIT on XAOMI-AIR with PID 13668 (started by Sersus in C:\Users\Sersus\IdeaProjects\WORKSHOP\internalREST)
""2019-09-08 12:30:10 [main] INFO  i.s.WorkshopEntitiesServiceAbstractIT - No active profile set, falling back to default profiles: default
""2019-09-08 12:30:18 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[default-update-timestamps-region] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:30:19 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[default-query-results-region] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:30:19 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:30:19 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Task.classifiers] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:30:19 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.WorkshopGrantedAuthority] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:30:19 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Task] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:30:19 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Position] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:30:19 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Order] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:30:19 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User.grantedAuthorities] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:30:19 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Order.tasks] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:30:19 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Employee.phones] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:30:19 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Classifier] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:30:19 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Department] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:30:19 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Employee] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:30:19 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Phone] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:30:19 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User.orders] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:30:19 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Position.employees] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:30:19 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Department.positions] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:30:19 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User.phones] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:30:23 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
